District Code,District Name,BLDG. NO.,Building Name,January State FTE F&RL Count,January Membership,2023 F&RL Percentage,Community Eligiblity Provision (CEP) Participating Building,,,,,,,
082-105,BONCL R-X,4020,BONCL Elem., 18.00 , 38.00 ,47.40%,,,,,,,,
082-108,LOUISIANA R-II,1050,LOUISIANA HIGH, 109.00 , 203.00 ,53.70%,,,,,,,,
082-108,LOUISIANA R-II,3000,LOUISIANA MIDDLE, 116.00 , 173.00 ,67.10%,,,,,,,,
082-108,LOUISIANA R-II,4040,LOUISIANA ELEM., 204.00 , 300.00 ,68.00%,,,,,,,,
083-001,NORTH PLATTE CO. R-I,1050,NORTH PLATTE HIGH, 41.00 , 209.00 ,19.60%,,,,,,,,
083-001,NORTH PLATTE CO. R-I,2050,NORTH PLATTE JR. HIGH, 32.00 , 135.00 ,23.70%,,,,,,,,
083-001,NORTH PLATTE CO. R-I,4020,NORTH PLATTE ELEM., 25.00 , 119.00 ,21.00%,,,,,,,,
083-001,NORTH PLATTE CO. R-I,4030,NORTH PLATTE INTERMEDIATE, 27.00 , 116.00 ,23.30%,,,,,,,,
083-002,WEST PLATTE CO. R-II,1050,WEST PLATTE HIGH, 20.00 , 202.71 ,9.90%,,,,,,,,
083-002,WEST PLATTE CO. R-II,3000,WEST PLATTE MIDDLE, 26.00 , 157.00 ,16.60%,,,,,,,,
083-003,PLATTE CO. R-III,1050,PLATTE COUNTY HIGH, 192.60 ," 1,256.67 ",15.30%,,,,,,,,
083-003,PLATTE CO. R-III,3000,PLATTE CITY MIDDLE, 110.00 , 690.73 ,15.90%,,,,,,,,
083-003,PLATTE CO. R-III,3010,BARRY SCH., 146.00 , 452.00 ,32.30%,,,,,,,,
083-003,PLATTE CO. R-III,4020,PATHFINDER ELEM., 184.10 , 601.75 ,30.60%,,,,,,,,
083-003,PLATTE CO. R-III,4030,DONALD D. SIEGRIST ELEM., 112.00 , 593.76 ,18.90%,,,,,,,,
083-003,PLATTE CO. R-III,4060,COMPASS ELEMENTARY, 104.00 , 549.00 ,18.90%,,,,,,,,
083-005,PARK HILL,1050,PARK HILL HIGH, 414.50 ," 1,787.03 ",23.20%,,,,,,,,
083-005,PARK HILL,1080,PARK HILL SOUTH HIGH, 416.00 ," 1,799.50 ",23.10%,,,,,,,,
083-005,PARK HILL,3000,LAKEVIEW MIDDLE, 145.00 , 664.62 ,21.80%,,,,,,,,
083-005,PARK HILL,3030,CONGRESS MIDDLE, 158.00 , 643.03 ,24.60%,,,,,,,,
083-005,PARK HILL,3050,PLAZA MIDDLE, 199.40 , 703.23 ,28.40%,,,,,,,,
083-005,PARK HILL,3060,WALDEN MIDDLE, 224.00 , 751.03 ,29.80%,,,,,,,,
083-005,PARK HILL,4020,THOMAS B. CHINN ELEM., 175.00 , 453.03 ,38.60%,,,,,,,,
083-005,PARK HILL,4040,GRADEN ELEM., 93.00 , 471.26 ,19.70%,,,,,,,,
083-005,PARK HILL,4060,LINE CREEK ELEM., 174.00 , 377.06 ,46.10%,,,,,,,,
083-005,PARK HILL,4080,ALFRED L. RENNER ELEM., 163.00 , 427.00 ,38.20%,,,,,,,,
083-005,PARK HILL,5000,SOUTHEAST ELEM., 153.00 , 502.22 ,30.50%,,,,,,,,
083-005,PARK HILL,5020,UNION CHAPEL ELEM., 71.00 , 610.09 ,11.60%,,,,,,,,
083-005,PARK HILL,5040,ENGLISH LANDING ELEM., 120.00 , 426.38 ,28.10%,,,,,,,,
083-005,PARK HILL,5060,PRAIRIE POINT ELEM., 116.00 , 420.00 ,27.60%,,,,,,,,
083-005,PARK HILL,5080,HAWTHORN ELEM., 86.00 , 451.40 ,19.10%,,,,,,,,
083-005,PARK HILL,5090,TIFFANY RIDGE ELEMENTARY SCHL, 136.00 , 465.09 ,29.20%,,,,,,,,
083-005,PARK HILL,5095,HOPEWELL ELEMENTARY, 129.00 , 478.47 ,27.00%,,,,,,,,
084-001,BOLIVAR R-I,1050,BOLIVAR HIGH, 289.00 , 808.38 ,35.80%,,,,,,,,
084-001,BOLIVAR R-I,3000,BOLIVAR MIDDLE, 252.00 , 595.00 ,42.40%,,,,,,,,
084-001,BOLIVAR R-I,4020,BOLIVAR PRIMARY, 287.00 , 593.00 ,48.40%,,,,,,,,
084-001,BOLIVAR R-I,4040,BOLIVAR INTERMEDIATE SCH., 272.00 , 595.00 ,45.70%,,,,,,,,
084-002,FAIR PLAY R-II,1050,FAIR PLAY HIGH, 139.70 , 139.72 ,100.00%,Yes,,,,,,,
084-002,FAIR PLAY R-II,4020,FAIR PLAY ELEM., 198.50 , 198.45 ,100.00%,Yes,,,,,,,
084-003,HALFWAY R-III,1050,HALFWAY SECONDARY, 38.00 , 110.00 ,34.50%,,,,,,,,
084-003,HALFWAY R-III,4020,HALFWAY ELEM., 84.00 , 141.00 ,59.60%,,,,,,,,
084-004,HUMANSVILLE R-IV,1050,HUMANSVILLE HIGH, 81.30 , 81.34 ,100.00%,Yes,,,,,,,
084-004,HUMANSVILLE R-IV,3010,HUMANSVILLE MIDDLE SCHOOL, 96.40 , 96.44 ,100.00%,,,,,,,,
084-004,HUMANSVILLE R-IV,4020,HUMANSVILLE ELEM., 150.00 , 150.00 ,100.00%,Yes,,,,,,,
084-005,MARION C. EARLY R-V,1050,MARION C. EARLY HIGH, 60.00 , 162.00 ,37.00%,,,,,,,,
084-005,MARION C. EARLY R-V,3000,MARION C. EARLY JUNIOR HIGH, 58.00 , 146.00 ,39.70%,,,,,,,,
084-005,MARION C. EARLY R-V,4020,MARION C. EARLY ELEM., 105.00 , 245.00 ,42.90%,,,,,,,,
084-006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH, 129.90 , 262.08 ,49.60%,,,,,,,,
084-006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE, 135.00 , 205.00 ,65.90%,,,,,,,,
084-006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM., 129.00 , 227.00 ,56.80%,,,,,,,,
085-043,SWEDEBORG R-III,4020,SWEDEBORG ELEM., 13.00 , 29.00 ,44.80%,,,,,,,,
085-044,RICHLAND R-IV,1050,RICHLAND HIGH, 97.00 , 191.00 ,50.80%,,,,,,,,
085-044,RICHLAND R-IV,4020,RICHLAND ELEM., 227.00 , 227.00 ,100.00%,Yes,,,,,,,
085-045,LAQUEY R-V,1050,LAQUEY R-V HIGH, 166.00 , 306.00 ,54.20%,,,,,,,,
085-045,LAQUEY R-V,4020,LAQUEY R-V ELEM., 173.00 , 277.00 ,62.50%,,,,,,,,
085-045,LAQUEY R-V,8000,Missouri Digital Academy, 40.00 , 243.00 ,16.50%,,,,,,,,
085-046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH, 585.30 ," 1,667.37 ",35.10%,,,,,,,,
085-046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE, 372.60 , 869.40 ,42.90%,,,,,,,,
085-046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER, 221.70 , 454.70 ,48.80%,,,,,,,,
085-046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM., 384.80 , 924.78 ,41.60%,,,,,,,,
085-046,WAYNESVILLE R-VI,4050,FREEDOM ELEM., 489.90 , 967.03 ,50.70%,,,,,,,,
085-046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM., 133.00 , 371.20 ,35.80%,,,,,,,,
085-046,WAYNESVILLE R-VI,4120,THAYER ELEM., 79.00 , 250.20 ,31.60%,,,,,,,,
085-046,WAYNESVILLE R-VI,4130,WOOD ELEM., 176.70 , 292.72 ,60.40%,,,,,,,,
085-048,DIXON R-I,1050,DIXON HIGH, 117.00 , 264.00 ,44.30%,,,,,,,,
085-048,DIXON R-I,3000,DIXON MIDDLE, 131.00 , 232.00 ,56.50%,,,,,,,,
085-048,DIXON R-I,4020,DIXON ELEM., 196.00 , 343.00 ,57.10%,,,,,,,,
085-049,CROCKER R-II,1050,CROCKER HIGH, 126.00 , 294.04 ,42.90%,,,,,,,,
085-049,CROCKER R-II,4020,CROCKER ELEM., 209.00 , 228.00 ,91.70%,Yes,,,,,,,
086-100,PUTNAM CO. R-I,1050,PUTNAM CO. HIGH, 72.60 , 205.13 ,35.40%,,,,,,,,
086-100,PUTNAM CO. R-I,3000,PUTNAM CO. MIDDLE, 78.00 , 140.00 ,55.70%,,,,,,,,
086-100,PUTNAM CO. R-I,4040,PUTNAM CO. ELEM., 143.00 , 270.00 ,53.00%,,,,,,,,
087-083,RALLS CO. R-II,1050,MARK TWAIN SR. HIGH, 87.00 , 247.08 ,35.20%,,,,,,,,
087-083,RALLS CO. R-II,2050,MARK TWAIN JR. HIGH, 73.00 , 202.00 ,36.10%,,,,,,,,
087-083,RALLS CO. R-II,4040,RALLS COUNTY ELEMENTARY, 157.50 , 355.50 ,44.30%,,,,,,,,
088-072,NORTHEAST RANDOLPH CO. R-IV,1050,NORTHEAST HIGH, 45.00 , 192.96 ,23.30%,,,,,,,,
088-072,NORTHEAST RANDOLPH CO. R-IV,4020,NORTHEAST ELEM., 40.50 , 118.47 ,34.20%,,,,,,,,
088-073,RENICK R-V,4020,RENICK ELEM., 41.00 , 84.00 ,48.80%,,,,,,,,
088-075,HIGBEE R-VIII,1050,HIGBEE HIGH, 23.00 , 64.00 ,35.90%,,,,,,,,
088-075,HIGBEE R-VIII,3000,HIGBEE MIDDLE SCHOOL, 22.00 , 44.00 ,50.00%,,,,,,,,
088-075,HIGBEE R-VIII,4020,HIGBEE ELEM., 46.00 , 85.00 ,54.10%,,,,,,,,
088-080,WESTRAN R-I,1050,WESTRAN HIGH, 78.00 , 168.00 ,46.40%,,,,,,,,
088-080,WESTRAN R-I,3000,WESTRAN MIDDLE, 78.00 , 137.00 ,56.90%,,,,,,,,
088-080,WESTRAN R-I,4020,WESTRAN ELEM., 181.00 , 303.01 ,59.70%,,,,,,,,
088-081,MOBERLY,1050,MOBERLY SR. HIGH, 247.50 , 596.47 ,41.50%,,,,,,,,
088-081,MOBERLY,3000,MOBERLY MIDDLE, 282.30 , 489.36 ,57.70%,,,,,,,,
088-081,MOBERLY,4020,GRATZ BROWN ELEM., 267.00 , 422.80 ,63.10%,,,,,,,,
088-081,MOBERLY,4060,NORTH PARK ELEM., 119.60 , 183.76 ,65.10%,,,,,,,,
088-081,MOBERLY,4080,SOUTH PARK ELEM., 136.60 , 213.00 ,64.10%,,,,,,,,
089-080,LAWSON R-XIV,1050,LAWSON HIGH, 51.00 , 341.00 ,15.00%,,,,,,,,
089-080,LAWSON R-XIV,3000,LAWSON MIDDLE, 76.00 , 334.00 ,22.80%,,,,,,,,
089-080,LAWSON R-XIV,4040,SOUTHWEST ELEM., 124.00 , 415.00 ,29.90%,,,,,,,,
089-087,ORRICK R-XI,1050,ORRICK HIGH, 45.90 , 120.42 ,38.10%,,,,,,,,
089-087,ORRICK R-XI,4020,ORRICK ELEM., 77.00 , 153.15 ,50.30%,,,,,,,,
089-088,HARDIN-CENTRAL C-2,1050,HARDIN-CENTRAL HIGH, 42.50 , 104.53 ,40.70%,,,,,,,,
089-088,HARDIN-CENTRAL C-2,4020,HARDIN-CENTRAL ELEM., 56.00 , 107.00 ,52.30%,,,,,,,,
089-089,RICHMOND R-XVI,1050,RICHMOND HIGH, 138.10 , 436.33 ,31.70%,,,,,,,,
089-089,RICHMOND R-XVI,3000,RICHMOND MIDDLE, 141.70 , 362.11 ,39.10%,,,,,,,,
089-089,RICHMOND R-XVI,4020,DEAR ELEM., 109.00 , 220.99 ,49.30%,,,,,,,,
089-089,RICHMOND R-XVI,4030,SUNRISE ELEM., 217.80 , 447.82 ,48.60%,,,,,,,,
090-075,CENTERVILLE R-I,4020,CENTERVILLE ELEM., 31.00 , 31.00 ,100.00%,Yes,,,,,,,
090-076,SOUTHERN REYNOLDS CO. R-II,1050,ELLINGTON HIGH SCHOOL, 141.00 , 237.00 ,59.50%,,,,,,,,
090-076,SOUTHERN REYNOLDS CO. R-II,4020,ELLINGTON ELEMENTARY, 124.00 , 180.00 ,68.90%,,,,,,,,
090-077,BUNKER R-III,1050,BUNKER HIGH, 74.00 , 112.00 ,66.10%,,,,,,,,
090-077,BUNKER R-III,4020,BUNKER ELEM., 76.50 , 102.50 ,74.60%,,,,,,,,
090-078,LESTERVILLE R-IV,1030,ALTERNATIVE SCHOOL, 30.00 , 38.00 ,78.90%,,,,,,,,
090-078,LESTERVILLE R-IV,1050,LESTERVILLE HIGH SCHOOL, 35.00 , 69.00 ,50.70%,,,,,,,,
090-078,LESTERVILLE R-IV,4020,LESTERVILLE ELEMENTARY, 35.00 , 68.00 ,51.50%,,,,,,,,
091-091,NAYLOR R-II,1050,Naylor High School, 88.00 , 160.00 ,55.00%,,,,,,,,
091-091,NAYLOR R-II,4020,NAYLOR ELEM., 149.00 , 216.00 ,69.00%,,,,,,,,
091-092,DONIPHAN R-I,1050,DONIPHAN HIGH, 442.10 , 442.13 ,100.00%,Yes,,,,,,,
091-092,DONIPHAN R-I,3000,DONIPHAN MIDDLE, 356.00 , 356.00 ,100.00%,Yes,,,,,,,
091-092,DONIPHAN R-I,4020,DONIPHAN ELEM., 311.50 , 311.50 ,100.00%,Yes,,,,,,,
091-092,DONIPHAN R-I,4040,DONIPHAN INTERMEDIATE, 347.00 , 347.00 ,100.00%,Yes,,,,,,,
091-093,RIPLEY CO. R-IV,4040,RIPLEY CO. ELEM., 76.00 , 117.00 ,65.00%,,,,,,,,
091-095,RIPLEY CO. R-III,4020,RIPLEY CO. ELEM., 106.00 , 107.00 ,99.10%,Yes,,,,,,,
092-087,FT. ZUMWALT R-II,1050,FT. ZUMWALT NORTH HIGH, 240.80 ," 1,428.47 ",16.90%,,,,,,,,
092-087,FT. ZUMWALT R-II,1075,FT. ZUMWALT SOUTH HIGH, 165.30 ," 1,283.74 ",12.90%,,,,,,,,
092-087,FT. ZUMWALT R-II,1080,FT. ZUMWALT EAST HIGH, 244.70 ," 1,173.04 ",20.90%,,,,,,,,
092-087,FT. ZUMWALT R-II,1090,FT. ZUMWALT WEST HIGH, 239.30 ," 1,651.63 ",14.50%,,,,,,,,
092-087,FT. ZUMWALT R-II,3000,FT. ZUMWALT NORTH MIDDLE, 199.00 ," 1,069.23 ",18.60%,,,,,,,,
092-087,FT. ZUMWALT R-II,3050,DR. BERNARD J. DUBRAY MIDDLE, 194.00 , 817.50 ,23.70%,,,,,,,,
092-087,FT. ZUMWALT R-II,3070,FT. ZUMWALT SOUTH MIDDLE, 123.00 , 837.00 ,14.70%,,,,,,,,
092-087,FT. ZUMWALT R-II,3090,FT. ZUWMALT WEST MIDDLE, 248.50 ," 1,192.92 ",20.80%,,,,,,,,
092-087,FT. ZUMWALT R-II,4020,FOREST PARK ELEM., 149.00 , 399.00 ,37.30%,,,,,,,,
092-087,FT. ZUMWALT R-II,4030,LEWIS & CLARK ELEM., 134.90 , 433.06 ,31.10%,,,,,,,,
092-087,FT. ZUMWALT R-II,4040,JOSEPH L. MUDD ELEM., 134.00 , 404.00 ,33.20%,,,,,,,,
092-087,FT. ZUMWALT R-II,4050,MOUNT HOPE ELEM., 69.00 , 457.00 ,15.10%,,,,,,,,
092-087,FT. ZUMWALT R-II,4060,ST. PETERS ELEM., 131.00 , 390.00 ,33.60%,,,,,,,,
092-087,FT. ZUMWALT R-II,4070,PROGRESS SOUTH ELEM., 125.00 , 681.40 ,18.30%,,,,,,,,
092-087,FT. ZUMWALT R-II,4080,HAWTHORN ELEM., 101.00 , 465.06 ,21.70%,,,,,,,,
092-087,FT. ZUMWALT R-II,4090,DARDENNE ELEM., 177.00 , 393.20 ,45.00%,,,,,,,,
092-087,FT. ZUMWALT R-II,4100,TWIN CHIMNEYS ELEM., 41.00 , 539.00 ,7.60%,,,,,,,,
092-087,FT. ZUMWALT R-II,4120,ROCK CREEK ELEM., 90.00 , 395.20 ,22.80%,,,,,,,,
092-087,FT. ZUMWALT R-II,4130,MID RIVERS ELEM., 61.00 , 492.00 ,12.40%,,,,,,,,
092-087,FT. ZUMWALT R-II,4140,PHEASANT POINT ELEM., 53.00 , 448.20 ,11.80%,,,,,,,,
092-087,FT. ZUMWALT R-II,4150,WESTHOFF ELEM., 94.00 , 555.00 ,16.90%,,,,,,,,
092-087,FT. ZUMWALT R-II,4160,EMGE ELEM., 33.00 , 344.00 ,9.60%,,,,,,,,
092-087,FT. ZUMWALT R-II,4170,OSTMANN ELEM., 19.00 , 347.40 ,5.50%,,,,,,,,
092-087,FT. ZUMWALT R-II,4180,FLINT HILL ELEMENTARY, 53.00 , 331.20 ,16.00%,,,,,,,,
092-088,FRANCIS HOWELL R-III,1050,FRANCIS HOWELL HIGH, 135.00 ," 1,764.23 ",7.70%,,,,,,,,
092-088,FRANCIS HOWELL R-III,1075,FRANCIS HOWELL NORTH HIGH, 263.90 ," 1,610.81 ",16.40%,,,,,,,,
092-088,FRANCIS HOWELL R-III,1090,FRANCIS HOWELL CENTRAL HIGH, 233.60 ," 1,737.20 ",13.40%,,,,,,,,
092-088,FRANCIS HOWELL R-III,3000,BARNWELL MIDDLE, 118.40 , 746.16 ,15.90%,,,,,,,,
092-088,FRANCIS HOWELL R-III,3100,HOLLENBECK MIDDLE, 174.00 , 722.49 ,24.10%,,,,,,,,
092-088,FRANCIS HOWELL R-III,3200,FRANCIS HOWELL MIDDLE, 55.00 , 836.05 ,6.60%,,,,,,,,
092-088,FRANCIS HOWELL R-III,3300,SAEGER MIDDLE, 68.00 , 702.72 ,9.70%,,,,,,,,
092-088,FRANCIS HOWELL R-III,3400,BRYAN MIDDLE, 126.00 , 818.87 ,15.40%,,,,,,,,
092-088,FRANCIS HOWELL R-III,4020,BECKY-DAVID ELEM., 103.00 , 810.22 ,12.70%,,,,,,,,
092-088,FRANCIS HOWELL R-III,4035,CASTLIO ELEM., 93.00 , 816.12 ,11.40%,,,,,,,,
092-088,FRANCIS HOWELL R-III,4040,CENTRAL ELEM., 306.80 , 797.03 ,38.50%,,,,,,,,
092-088,FRANCIS HOWELL R-III,4060,DANIEL BOONE ELEM., 40.00 , 417.40 ,9.60%,,,,,,,,
092-088,FRANCIS HOWELL R-III,4070,FAIRMOUNT ELEM., 156.00 ," 1,001.85 ",15.60%,,,,,,,,
092-088,FRANCIS HOWELL R-III,5000,HENDERSON ELEM., 153.30 , 671.77 ,22.80%,,,,,,,,
092-088,FRANCIS HOWELL R-III,5010,HARVEST RIDGE ELEM., 116.40 , 605.43 ,19.20%,,,,,,,,
092-088,FRANCIS HOWELL R-III,5020,JOHN WELDON ELEM., 39.00 , 651.97 ,6.00%,,,,,,,,
092-088,FRANCIS HOWELL R-III,5030,INDEPENDENCE ELEM., 71.00 , 756.18 ,9.40%,,,,,,,,
092-088,FRANCIS HOWELL R-III,5040,WARREN ELEM., 56.00 , 748.59 ,7.50%,,,,,,,,
092-089,WENTZVILLE R-IV,1050,EMIL E. HOLT SR. HIGH, 156.10 ," 1,198.48 ",13.00%,,,,,,,,
092-089,WENTZVILLE R-IV,1060,TIMBERLAND HIGH, 214.50 ," 1,594.32 ",13.50%,,,,,,,,
092-089,WENTZVILLE R-IV,1070,LIBERTY HIGH SCHOOL, 167.90 ," 1,534.88 ",10.90%,,,,,,,,
092-089,WENTZVILLE R-IV,1080,NORTH POINT HIGH SCHOOL, 112.00 ," 1,049.53 ",10.70%,,,,,,,,
092-089,WENTZVILLE R-IV,3000,WENTZVILLE MIDDLE, 164.70 , 783.76 ,21.00%,,,,,,,,
092-089,WENTZVILLE R-IV,3030,WENTZVILLE SOUTH MIDDLE, 183.50 ," 1,129.50 ",16.20%,,,,,,,,
092-089,WENTZVILLE R-IV,3050,FRONTIER MIDDLE, 160.80 ," 1,255.41 ",12.80%,,,,,,,,
092-089,WENTZVILLE R-IV,3070,North Point Middle School, 127.00 ," 1,026.90 ",12.40%,,,,,,,,
092-089,WENTZVILLE R-IV,4020,HERITAGE PRIMARY, 148.00 , 489.35 ,30.20%,,,,,,,,
092-089,WENTZVILLE R-IV,4030,HERITAGE INTERMEDIATE, 129.00 , 483.33 ,26.70%,,,,,,,,
092-089,WENTZVILLE R-IV,4040,DUELLO ELEM., 25.00 , 632.94 ,3.90%,,,,,,,,
092-089,WENTZVILLE R-IV,4050,BOONE TRAIL ELEM., 58.00 , 539.47 ,10.80%,,,,,,,,
092-089,WENTZVILLE R-IV,4060,CROSSROADS ELEM., 105.00 , 630.46 ,16.70%,,,,,,,,
092-089,WENTZVILLE R-IV,4070,GREEN TREE ELEM., 133.00 , 621.00 ,21.40%,,,,,,,,
092-089,WENTZVILLE R-IV,4080,PRAIRIE VIEW ELEM., 154.00 , 696.80 ,22.10%,,,,,,,,
092-089,WENTZVILLE R-IV,4090,STONE CREEK ELEMENTARY, 130.00 , 577.23 ,22.50%,,,,,,,,
092-089,WENTZVILLE R-IV,4095,WABASH ELEMENTARY, 67.00 , 771.01 ,8.70%,,,,,,,,
092-089,WENTZVILLE R-IV,4100,PEINE RIDGE ELEM., 120.00 , 534.83 ,22.40%,,,,,,,,
092-089,WENTZVILLE R-IV,4110,DISCOVERY RIDGE ELEMENTARY, 64.00 , 612.00 ,10.50%,,,,,,,,
092-089,WENTZVILLE R-IV,4120,LAKEVIEW ELEMENTARY, 82.30 , 622.28 ,13.20%,,,,,,,,
092-089,WENTZVILLE R-IV,4130,JOURNEY ELEMENTARY, 72.00 , 552.00 ,13.00%,,,,,,,,
092-090,ST. CHARLES R-VI,1050,ST. CHARLES HIGH, 266.20 , 791.43 ,33.60%,,,,,,,,
092-090,ST. CHARLES R-VI,1075,ST. CHARLES WEST HIGH, 126.00 , 605.00 ,20.80%,,,,,,,,
092-090,ST. CHARLES R-VI,3000,HARDIN MIDDLE, 231.00 , 696.00 ,33.20%,,,,,,,,
092-090,ST. CHARLES R-VI,3010,JEFFERSON INTERMEDIATE SCHOOL, 252.00 , 683.00 ,36.90%,,,,,,,,
092-090,ST. CHARLES R-VI,4040,BLACKHURST ELEMENTARY, 122.00 , 235.00 ,51.90%,,,,,,,,
092-090,ST. CHARLES R-VI,4045,COVERDELL ELEM., 147.00 , 302.00 ,48.70%,,,,,,,,
092-090,ST. CHARLES R-VI,4060,HARRIS ELEM., 117.00 , 416.85 ,28.10%,,,,,,,,
092-090,ST. CHARLES R-VI,4080,LINCOLN ELEM., 66.00 , 185.00 ,35.70%,,,,,,,,
092-090,ST. CHARLES R-VI,4120,MONROE ELEM., 176.10 , 379.09 ,46.50%,,,,,,,,
092-090,ST. CHARLES R-VI,4140,GEORGE M. NULL ELEM., 83.00 , 244.69 ,33.90%,,,,,,,,
092-091,ORCHARD FARM R-V,1050,Orchard Farm High School, 131.50 , 612.04 ,21.50%,,,,,,,,
092-091,ORCHARD FARM R-V,3000,Orchard Farm Middle School, 113.00 , 500.81 ,22.60%,,,,,,,,
092-091,ORCHARD FARM R-V,4020,Orchard Farm Elementary, 152.00 , 621.40 ,24.50%,,,,,,,,
092-091,ORCHARD FARM R-V,4030,Discovery Elementary, 126.00 , 416.01 ,30.30%,,,,,,,,
093-120,APPLETON CITY R-II,1050,APPLETON CITY HIGH, 60.00 , 160.00 ,37.50%,,,,,,,,
093-120,APPLETON CITY R-II,4010,APPLETON CITY ELEM., 60.00 , 131.00 ,45.80%,,,,,,,,
093-121,ROSCOE C-1,4020,Roscoe Elementary, 36.00 , 44.00 ,81.80%,,,,,,,,
093-123,LAKELAND R-III,1050,LAKELAND HIGH, 107.00 , 189.00 ,56.60%,,,,,,,,
093-123,LAKELAND R-III,4020,LAKELAND ELEM., 139.00 , 207.00 ,67.10%,,,,,,,,
093-124,OSCEOLA,1050,OSCEOLA JR.-SR. HIGH, 117.00 , 224.33 ,52.20%,,,,,,,,
093-124,OSCEOLA,4020,OSCEOLA ELEM., 128.70 , 254.77 ,50.50%,,,,,,,,
094-076,BISMARCK R-V,1050,BISMARCK R-V HIGH, 267.50 , 268.50 ,99.60%,Yes,,,,,,,
094-076,BISMARCK R-V,4020,BISMARCK R-V ELEM., 202.00 , 202.00 ,100.00%,Yes,,,,,,,
094-078,FARMINGTON R-VII,1015,JUVENILE DETENTION CTR., 5.00 , 6.00 ,83.30%,,,,,,,,
094-078,FARMINGTON R-VII,1050,FARMINGTON SR. HIGH, 507.40 ," 1,236.86 ",41.00%,,,,,,,,
094-078,FARMINGTON R-VII,3000,FARMINGTON MIDDLE, 314.00 , 636.00 ,49.40%,,,,,,,,
094-078,FARMINGTON R-VII,4020,TRUMAN LEARNING CENTER, 156.00 , 276.65 ,56.40%,,,,,,,,
094-078,FARMINGTON R-VII,4030,WASHINGTON-FRANKLIN ELEM., 198.00 , 330.00 ,60.00%,,,,,,,,
094-078,FARMINGTON R-VII,4040,JEFFERSON ELEM., 166.50 , 317.48 ,52.40%,,,,,,,,
094-078,FARMINGTON R-VII,4050,LINCOLN INTERMEDIATE, 296.00 , 548.80 ,53.90%,,,,,,,,
094-078,FARMINGTON R-VII,4060,ROOSEVELT ELEM., 190.00 , 402.59 ,47.20%,,,,,,,,
094-083,NORTH ST. FRANCOIS CO. R-I,1050,NORTH CO. SR. HIGH, 365.80 , 803.76 ,45.50%,,,,,,,,
094-083,NORTH ST. FRANCOIS CO. R-I,3000,NORTH CO. MIDDLE, 192.00 , 378.02 ,50.80%,,,,,,,,
094-083,NORTH ST. FRANCOIS CO. R-I,4020,NORTH COUNTY PRIMARY, 377.50 , 618.46 ,61.00%,,,,,,,,
094-083,NORTH ST. FRANCOIS CO. R-I,4030,INTERMEDIATE SCH., 207.00 , 368.00 ,56.30%,,,,,,,,
094-083,NORTH ST. FRANCOIS CO. R-I,4040,NORTH COUNTY PARKSIDE ELEM., 214.00 , 344.00 ,62.20%,,,,,,,,
094-086,CENTRAL R-III,1050,CENTRAL HIGH, 312.00 , 600.38 ,52.00%,,,,,,,,
094-086,CENTRAL R-III,2050,CENTRAL MIDDLE, 233.00 , 416.00 ,56.00%,,,,,,,,
094-086,CENTRAL R-III,4020,CENTRAL ELEM., 299.00 , 456.57 ,65.50%,,,,,,,,
094-086,CENTRAL R-III,4060,WEST ELEM., 249.60 , 446.56 ,55.90%,,,,,,,,
094-087,WEST ST. FRANCOIS CO. R-IV,1050,WEST COUNTY HIGH, 165.00 , 302.00 ,54.60%,,,,,,,,
094-087,WEST ST. FRANCOIS CO. R-IV,3000,WEST COUNTY MIDDLE, 135.00 , 237.00 ,57.00%,,,,,,,,
094-087,WEST ST. FRANCOIS CO. R-IV,4020,WEST COUNTY ELEM., 236.00 , 376.00 ,62.80%,,,,,,,,
095-059,STE. GENEVIEVE CO. R-II,1050,STE. GENEVIEVE SR. HIGH, 181.10 , 488.62 ,37.10%,,,,,,,,
095-059,STE. GENEVIEVE CO. R-II,2050,STE. GENEVIEVE MIDDLE, 169.00 , 419.56 ,40.30%,,,,,,,,
095-059,STE. GENEVIEVE CO. R-II,4020,BLOOMSDALE ELEM., 139.00 , 300.55 ,46.20%,,,,,,,,
095-059,STE. GENEVIEVE CO. R-II,4040,STE. GENEVIEVE ELEM., 237.00 , 510.03 ,46.50%,,,,,,,,
096-088,HAZELWOOD,1050,HAZELWOOD CENTRAL HIGH, 885.70 ," 1,618.36 ",54.70%,,,,,,,,
096-088,HAZELWOOD,1060,HAZELWOOD EAST HIGH, 863.00 ," 1,238.25 ",69.70%,,,,,,,,
096-088,HAZELWOOD,1075,HAZELWOOD WEST HIGH," 1,115.00 "," 1,967.12 ",56.70%,,,,,,,,
096-088,HAZELWOOD,2050,NORTHWEST MIDDLE, 515.00 , 781.00 ,65.90%,,,,,,,,
096-088,HAZELWOOD,2070,CENTRAL MIDDLE, 488.50 , 701.50 ,69.60%,,,,,,,,
096-088,HAZELWOOD,2100,EAST MIDDLE, 166.00 , 166.00 ,100.00%,Yes,,,,,,,
